username,location,following,followers,totaltweets,whentweetcreated,retweets,text
Tomriskahan,"Amsterdam, Nederland",104,53,5603,2021-01-02 20:15:47,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Brkdemir4105,,121,44,265,2021-01-02 19:57:18,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
reyhanirracim,"İzmir, Türkiye",119,111,270,2021-01-02 18:54:53,0,"kızın ""hem sen öyle güzel gülüyosun ki kemal abi, gülüşün unutulmuyo"" dediği yerde koptu film bende.. tüm eleştirilere rağmen #senhepgülümse #ziraatbankasi #kemalsunal https://t.co/JuCDPmlqmR"
f3llaini30,Gediz,95,92,260,2021-01-02 18:54:40,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
hasanhuseyn45,"Manisa, Türkiye",210,244,133,2021-01-02 18:05:30,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
selimuner,"Sakarya, Türkiye",170,53,153,2021-01-02 17:59:55,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
hedegizem,,99,254,22260,2021-01-02 17:54:19,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
gulsmymnnnnn,yarım saate her yerde,68,109,296,2021-01-02 17:52:06,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
fenerbahce1_9_,,521,8,543,2021-01-02 17:34:16,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
meiwethey,"Abakan, Russia",131,185,355,2021-01-02 17:04:16,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
NeslihanBadak,,70,9,11,2021-01-02 16:57:19,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
___angela____7,,682,88,1743,2021-01-02 16:54:57,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
aksoyibrahim63,,1087,841,2741,2021-01-02 16:49:58,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
YusufDA24993929,,37,6,34,2021-01-02 16:47:11,0,#SenHepGueluemse  ah be kemal abi çoğu flminde bu zamanı anlatmışsın
okanbeler,Sakarya/İstanbul,553,1131,49981,2021-01-02 16:46:31,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
theetraderr,,504,167,5834,2021-01-02 16:35:50,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
asamettbulutt,Samsun,142,423,5730,2021-01-02 16:26:22,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
umuttyldz_,,94,216,2116,2021-01-02 15:51:51,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
AnatoliaTim,Vuslat,1433,1676,20292,2021-01-02 15:46:36,0,"#senhepgülümse 
Ziraatbank’ın Kemal Sunal hologramı ile ya da bilgisayar simülasyonu ile yapılan reklamı baya güzel olmuş"
yuksel061,Ankara,348,61,1134,2021-01-02 15:44:32,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Zeynepbozx,"Antalya, Türkiye",193,217,1161,2021-01-02 15:39:00,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Abdullah_ErRais,,574,89,644,2021-01-02 15:23:21,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
eyupkaner,,344,440,328,2021-01-02 15:22:43,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
nlsnsy,,401,515,277,2021-01-02 15:20:13,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
yagmurdalmzz,"İstanbul, Türkiye",965,749,283,2021-01-02 15:19:32,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Esrefulukurt,,202,28,1801,2021-01-02 15:19:12,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
cobandk,,426,489,304,2021-01-02 15:14:40,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
gnsakts1,,489,557,367,2021-01-02 15:11:24,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
serhatsirin21,,392,466,320,2021-01-02 15:01:08,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
evrmogz,,540,640,359,2021-01-02 14:58:43,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
emineskrc,Türkiye,47,17,22,2021-01-02 14:56:53,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
uguragoglu,,418,448,353,2021-01-02 14:56:34,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ismail_38tr,"Kayseri, Türkiye",30,26,1133,2021-01-02 14:51:21,0,#senhepgülümse güzel insan. yıllar geçse de hala gülümsetiyorsun. mekanın cennet olsun. yüreği güzel kendi güzel insan. reklamı izleyince maziye dalıp gözleri dolan bir ben değildim galiba :( https://t.co/vlxqIh77Vu
alicansanda,kahramanmaraş,974,799,162,2021-01-02 14:47:53,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ecevitekren,,996,840,143,2021-01-02 14:47:46,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
alperenisikk,,403,410,331,2021-01-02 14:47:39,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
sevakpinar,,776,625,143,2021-01-02 14:47:33,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
yesimhamzaogl,,1048,731,146,2021-01-02 14:47:26,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Mertcanckn,"Bursa, Türkiye",161,65,447,2021-01-02 14:38:09,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
EcemErguzel,"İstanbul, Türkiye",66,34,18,2021-01-02 14:36:16,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
mrsyildiz_,,740,831,1018,2021-01-02 14:21:03,0,O kadar güzel bir reklam kiiii ❤️#kemalsunal #ziraatbankasi #senhepgülümse
deryanursekerci,"Tokat, Türkiye",620,483,413,2021-01-02 14:15:03,0,"o kadar güzel olmuş ki duygulanmamak elde değil.. 
#SenHepGülümse ❤ https://t.co/Nkbe0qcN4j"
scfd06,Ankara,312,71,371,2021-01-02 14:07:53,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
furkankarakusum,,5786,6189,17050,2021-01-02 14:07:50,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
azizzdnmz,"Bolu Merkez, Bolu",883,1804,8633,2021-01-02 14:02:54,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
BoraEmirhann,,18,5,53,2021-01-02 14:01:55,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
efsanbehiye,,653,207,467,2021-01-02 13:56:50,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
BusraKAROL,,109,202,854,2021-01-02 13:50:04,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
fbegonvill,,17,1,75,2021-01-02 13:48:57,0,Bir reklam ancak bu kadar gülümsetir☺️🌸 #senhepgülümse
Emre70879505,,10,2,2,2021-01-02 13:42:44,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
KumSahan,,283,8,40,2021-01-02 13:23:36,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
eemirgann,,65,18,137,2021-01-02 13:22:08,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
eemirgann,,65,18,137,2021-01-02 13:21:48,0,#senhepgülümse kemal sunalın reklamı ne güzel olmuş öyle elinize emeğinize sağlık
parssalan,,264,139,4161,2021-01-02 13:15:30,0,#SenHepGueluemse Kemal Sunal gülüyor ama benim gözlerim doluyor
srhtckmk35,,59,12,580,2021-01-02 13:15:18,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ahmettordu,,50,387,636,2021-01-02 13:09:48,0,#SenHepGülümse biz hep güleriz
baristw,🇹🇷,1697,1768,4161,2021-01-02 13:09:37,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
bavci61,Nederland,946,992,23534,2021-01-02 12:54:18,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
nzldrbyl,"Muğla, Türkiye",139,246,280,2021-01-02 12:29:07,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
nzldrbyl,"Muğla, Türkiye",139,246,280,2021-01-02 12:28:28,0,Ziraat bankası reklamına kalbimi bıraktım ❣️ Kemal Sunal ❣️ #senhepgülümse
LordOfTheFlytes,🍀 ✨,91,2,219,2021-01-02 12:21:59,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
lolipopcoban,,321,623,12864,2021-01-02 12:11:50,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Emrahezayah,,339,97,1709,2021-01-02 12:01:48,561,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
